J,Jpp,Kc_aprox,Kcpp_aprox,active_B0a,active_B0b,active_B0c,active_dipole,active_m,active_polar,active_rms_quadrupole,active_weight,broadness_jeanna,d_act_per,is_self,m,perturber_B0a,perturber_B0b,perturber_B0c,perturber_dipole,perturber_m,perturber_polar,perturber_rms_quadrupole,perturber_weight
23.5,12.0,9.5,17.5,5.2412,9.94664516,60.853,1.38,6.0,1.953,2.71717568,16.0425,0.06273792,395.0,0.0,8.0,5.182,0.32192,5.2412,1.957,6.0,1.71,2.00771188,76.141
44.0,12.0,106.0,63.5,9.40552614,14.5217696,20.5597234,0.828,2.0,3.882,2.92049556,17.0305,0.04248722,372.0,1.0,8.64,0.09107,0.85179,0.79287185,1.826526,6.0,0.787,2.51258831,50.96825
62.5,77.5,52.0,8.0,20.46362,0.09107,6.22750356,1.62,4.0,3.02,1.70683411,32.0419,0.04787982,455.2,0.0,4.0,5.24631,0.82323552,0.62048896,0.0,4.0,1.67892,0.78954903,28.97
14.0,28.5,100.0,121.0,27.8806313,0.62048896,5.2412,1.857,6.0,5.39684463,0.0,15.0234751,0.04172132,323.5,1.0,8.64,4.25240851,0.32192,60.853,1.67229184,4.0,1.501,2.09633013,2.33375552
44.0,80.5,53.0,56.5,9.94664516,1.43767,6.22750356,0.0,2.0,5.39684463,2.09633013,16.0425,0.05211999,370.2,0.0,8.64,20.47007,0.32192,10.4401993,1.81,4.0,3.438,0.07071068,20.00689
14.5,60.0,97.0,108.0,9.94664516,0.346,1.67195,1.67229184,6.0,0.787,0.98994949,18.0153,0.06977337,354.95,0.0,10.0,27.8806313,0.09107,20.5597234,1.826526,2.0,1.71,1.64048773,17.0305
50.0,51.0,112.0,29.0,5.24631,0.3441739,0.25021,0.159,2.0,1.136,3.02500281,32.0419,0.04375836,353.0,0.0,6.0,5.24631,10.4401993,0.79287185,0.0,2.0,1.67892,2.43810418,34.0329
98.0,68.5,97.0,7.5,20.47007,0.3528,0.20285674,1.81,6.0,3.02,2.23345025,44.071,0.06438352,326.5,0.0,4.0,4.25240851,0.817084,0.39021,0.715,2.0,4.49,0.83259471,20.00689
114.0,54.5,67.0,60.5,9.40552614,1.92252895,8.34923939,1.957,4.0,1.136,0.36769553,28.0101,0.05830627,303.0,1.0,10.0,5.24631,0.817084,51.3761602,1.826526,2.0,5.61,2.83596962,30.0061
89.0,139.0,84.5,29.0,5.182,0.3441739,0.4912,0.45,4.0,1.136,0.36769553,93.9529,0.05141102,333.9,1.0,10.0,20.46362,20.5597234,0.79287185,1.38,2.0,2.215,3.02500281,28.97
24.5,111.0,57.0,5.5,100000.0,6.42637,0.62048896,1.847,2.0,1.501,0.36769553,32.0419,0.04930319,351.5,0.0,8.0,27.8806313,0.20285674,51.3761602,0.715,2.64,3.616,0.36769553,95.92568
73.5,164.0,10.5,118.0,9.40552614,9.94664516,6.22750356,1.6331,4.0,5.61,0.98994949,17.0073,0.06561478,455.2,0.0,10.0,0.346,8.34923939,0.20285674,1.38,2.64,19.029,1.64048773,50.96825
63.5,131.0,24.0,116.0,5.2412,1.176646,0.85179,0.11011,2.0,2.103,1.3576325,18.0153,0.03586361,395.0,0.0,10.0,0.09107,0.50424,0.817084,1.2974,4.0,3.616,1.95366544,30.0061
123.0,83.0,78.0,49.5,0.09107,1.0012,1.43767,1.826526,2.0,2.515,2.71717568,64.064,0.06509057,300.0,0.0,4.0,27.8806313,1.69614207,0.20285674,1.826526,6.0,1.953,1.70683411,18.0153
27.0,126.0,75.5,70.5,100000.0,5.2412,0.25021,0.45,6.0,2.448,0.76412215,30.0061,0.04412344,303.0,1.0,8.0,20.46362,1.92252895,60.853,1.109,4.0,3.02,0.78954903,80.063
31.5,35.5,36.5,36.0,5.182,0.39021,0.2935265,1.51,4.0,2.77,1.95366544,64.064,0.0557398,351.0,0.0,6.0,5.24631,0.85179,60.853,0.828,4.0,0.787,0.78954903,28.0101
165.0,61.0,38.0,41.0,2.0273542,0.25021,0.8282,1.847,2.0,5.39684463,0.98570685,17.0073,0.04357088,339.95,0.0,8.0,20.47007,5.2412,1.69614207,0.828,4.0,5.09,2.09633013,146.0554
76.5,141.0,49.0,19.0,20.46362,60.853,8.34923939,0.715,6.0,1.698,1.95366544,26.0373,0.12061224,356.95,0.0,8.0,27.8806313,0.09107,0.79287185,0.0,2.64,3.02,2.00771188,79.926277
44.5,76.5,44.0,96.0,4.25240851,8.34923939,0.8282,1.51,6.0,5.39684463,3.90888629,127.91241,0.17210159,376.5,0.0,8.64,0.346,14.5217696,1.6227512,0.11011,4.0,8.749,0.36769553,2.01588
89.0,80.0,48.5,5.5,5.2412,1.67195,0.34634,1.81,6.0,3.02,0.41295036,127.91241,0.1504867,386.7,0.0,10.0,0.346,0.39021,51.3761602,1.957,4.0,1.698,2.83596962,146.0554
75.0,71.5,82.5,3.5,5.2412,0.41778,0.36749,1.2974,2.0,3.487,0.98570685,64.064,0.12061224,457.0,1.0,8.0,5.2412,0.82323552,20.5597234,1.81,2.0,1.71,1.6541585,30.0061
13.5,11.5,35.0,25.0,9.57789,1.43767,0.39021,1.857,4.0,1.562,2.00771188,80.063,0.04412344,353.0,0.0,8.64,5.2412,0.346,0.09107,1.38,2.64,1.698,0.2192031,146.0554
63.5,20.5,119.0,93.0,27.8806313,0.20285674,1.92252895,1.109,2.0,3.882,0.36769553,17.0305,0.05374875,338.0,1.0,6.0,0.346,0.09107,1.43767,1.81,2.0,2.515,0.83259471,146.0554
54.0,83.0,2.0,25.5,3.09855,1.29536237,20.5597234,0.159,4.0,2.507,2.71717568,64.064,0.04127771,368.2,0.0,12.0,20.46362,5.2412,0.85179,1.826526,4.0,2.103,0.76412215,80.063
1.0,33.5,19.5,105.0,4.25240851,0.3528,0.34634,1.38,6.0,2.247,1.6541585,127.91241,0.03679119,339.5,0.0,6.0,5.24631,0.32192,0.1091,1.2974,2.64,0.69436,1.6541585,20.00689
138.0,25.0,80.0,68.0,100000.0,1.92252895,1.13425949,1.826526,6.0,1.698,0.84357839,15.0234751,0.06048193,455.2,1.0,12.0,5.182,1.67195,1.92252895,1.857,6.0,3.21,0.98570685,20.00689
137.0,67.5,5.5,12.5,3.09855,0.3528,6.22750356,0.45,6.0,2.448,1.3576325,60.075,0.04375836,300.0,0.0,12.0,100000.0,0.62048896,0.85179,0.159,2.0,5.09,3.02500281,20.00689
91.0,45.0,58.5,17.5,100000.0,0.20285674,1.43767,0.11011,6.0,1.698,0.46244783,2.01588,0.05274073,386.0,1.0,12.0,0.346,1.92252895,0.1091,1.857,2.64,19.029,0.83259471,28.0101
68.5,50.5,0.0,14.5,20.46362,0.50424,0.85179,1.51,2.0,3.02,1.64048773,2.01588,0.1504867,457.0,1.0,10.0,5.182,0.20285674,0.20285674,1.826526,2.0,0.787,2.71717568,17.0305
118.0,121.0,87.0,3.5,9.94664516,0.25021,1.13425949,0.45,4.0,3.882,0.2192031,26.0373,0.04135837,416.5,1.0,8.64,20.46362,10.4401993,8.34923939,1.957,4.0,2.103,1.95366544,2.33375552
22.5,1.0,32.5,16.0,5.1734,0.39021,0.2935265,1.67229184,4.0,1.501,2.23345025,146.0554,0.04135837,347.15,1.0,12.0,9.94664516,5.2412,0.173,1.4719,4.0,5.09,1.64048773,28.97
54.5,42.0,14.5,20.5,20.47007,0.3441739,60.853,0.159,2.0,5.453,2.51258831,17.0305,0.05248072,285.5,0.0,12.0,27.8806313,0.50424,1.43767,0.715,6.0,19.029,1.70683411,80.063
111.0,51.5,30.5,85.0,9.57789,1.176646,0.85179,1.51,2.0,0.8,2.00771188,44.071,0.04158464,342.75,0.0,6.0,9.94664516,0.09107,0.4912,1.109,2.64,2.515,0.78954903,79.926277
151.0,84.0,112.0,81.5,9.57789,0.32192,0.36749,0.11011,6.0,3.882,1.70683411,44.0095,0.05141102,457.0,0.0,10.0,20.46362,0.1091,60.853,0.715,2.0,2.215,0.84357839,146.0554
139.0,111.0,16.0,4.0,0.09107,0.62048896,6.42637,0.0,6.0,3.21,2.83596962,17.0305,0.06561478,353.2,0.0,8.64,20.47007,0.32192,0.62048896,1.67229184,6.0,5.61,0.98570685,32.0419
56.0,19.0,40.5,34.0,0.346,1.43767,0.34634,1.67229184,4.0,1.298,0.2192031,2.01588,0.05514621,354.95,0.0,10.0,4.25240851,1.69614207,60.853,1.67229184,6.0,3.21,1.95366544,50.96825
24.5,2.0,33.0,49.5,4.828,9.57789,0.8282,1.6331,4.0,7.325,2.71717568,31.9988,0.14524111,436.6,0.0,12.0,0.09107,20.5597234,6.22750356,1.38,6.0,3.21,1.64048773,93.9529
139.0,56.5,27.5,63.0,20.47007,1.69614207,1.67195,1.2974,6.0,1.562,0.78954903,32.0419,0.04787982,438.4,1.0,10.0,5.24631,20.5597234,1.92252895,1.51,6.0,1.67892,0.36769553,31.9988
72.0,19.5,25.5,103.0,5.1734,20.5597234,0.173,1.109,6.0,2.507,2.92049556,28.0101,0.05248072,370.2,1.0,10.0,0.09107,0.817084,8.34923939,1.4719,2.64,3.21,0.30886424,2.01588
138.0,66.0,5.0,39.5,0.346,0.25021,1.13425949,1.957,6.0,2.54,0.78954903,44.071,0.05618405,436.6,0.0,6.0,20.47007,1.67195,20.5597234,1.51,2.64,1.501,0.2192031,76.141
51.0,100.0,75.5,85.0,4.25240851,6.42637,0.79287185,1.847,6.0,19.029,0.78954903,18.0153,0.14524111,347.85,1.0,8.0,9.94664516,60.853,0.62048896,1.81,6.0,3.438,0.30886424,76.141
129.0,66.5,43.0,32.5,9.40552614,10.4401993,20.5597234,0.159,2.0,2.54,0.2192031,32.0419,0.05830627,376.0,0.0,8.0,20.47007,0.39021,0.62048896,1.109,4.0,0.8,0.0,76.141
88.0,35.5,13.5,103.0,100000.0,0.20285674,0.25021,0.715,6.0,5.61,2.92049556,35.976793,0.04071358,332.02,0.0,8.64,9.94664516,16051.1165,0.09107,1.857,2.0,1.67892,0.76412215,31.9988
170.0,48.0,108.0,27.5,5.24631,20.5597234,0.62048896,1.826526,2.0,1.953,3.70806796,80.063,0.05211274,342.75,1.0,10.0,100000.0,0.20285674,1.92252895,1.857,6.0,2.54,2.83596962,28.0101
82.5,125.0,62.5,19.0,5.24631,0.50424,1.176646,0.159,2.0,3.438,2.92049556,30.0061,0.06320568,301.9,0.0,8.64,5.2412,0.50424,0.85179,0.11011,4.0,1.71,2.09633013,17.0305
34.0,36.0,23.5,41.5,5.1734,1.176646,0.79287185,1.81,2.0,0.8,0.36769553,64.064,0.05467328,287.25,0.0,6.0,5.2412,1.43767,8.34923939,0.715,2.64,0.8,0.83259471,18.0153
156.0,62.5,68.0,30.0,2.0273542,0.85179,1.69614207,1.81,6.0,1.71,0.84357839,79.926277,0.0496352,346.0,0.0,4.0,27.8806313,1.67195,0.09107,1.4719,2.0,1.562,0.98570685,79.926277
27.5,38.5,61.5,69.0,5.182,0.25021,0.36749,1.857,4.0,1.562,0.24859606,30.026,0.07399752,330.75,0.0,12.0,5.182,5.2412,51.3761602,1.81,2.0,8.749,0.98570685,18.0153
41.0,38.0,27.0,96.0,100000.0,1.43767,0.8282,1.109,6.0,2.54,3.70806796,16.0425,0.04673175,332.02,1.0,8.64,20.46362,20.5597234,9.27770838,1.67229184,4.0,1.953,0.2192031,20.00689
4.0,3.0,111.0,55.5,9.40552614,1.69614207,1.176646,1.813,6.0,5.09,2.71717568,16.0425,0.05648214,287.25,0.0,4.0,5.182,9.94664516,8.34923939,0.159,4.0,19.029,0.78954903,76.141
4.5,78.5,19.0,42.5,9.57789,0.25021,1.13425949,1.6552,2.0,2.448,1.3576325,32.0419,0.11531308,373.0,1.0,8.0,4.25240851,9.94664516,0.39021,1.2974,2.0,1.71,0.41295036,34.0329
148.0,21.5,91.0,44.5,5.1734,0.09107,0.36749,1.857,4.0,19.029,3.70806796,26.0373,0.09969431,323.5,1.0,4.0,5.24631,1.6227512,0.20285674,0.159,2.64,1.501,0.98570685,44.071
55.0,27.0,73.5,46.0,20.47007,0.39021,0.62048896,1.109,4.0,1.698,1.6541585,28.0134,0.04375836,442.9,1.0,8.0,5.182,0.346,0.32192,1.109,4.0,4.49,0.98570685,20.00689
82.5,24.5,78.0,41.0,9.94664516,0.817084,1.92252895,1.4719,4.0,19.029,0.0,93.9529,0.17210159,330.75,1.0,4.0,0.09107,0.85179,0.09107,0.159,4.0,3.616,1.95366544,44.071
106.0,62.5,8.5,63.5,5.24631,9.94664516,0.25021,1.826526,4.0,5.61,0.24859606,28.0134,0.03636004,356.95,1.0,6.0,100000.0,10.4401993,0.85179,0.828,2.64,3.438,2.00771188,2.33375552
72.0,52.0,9.5,97.0,5.2412,0.41778,1.43767,1.62,4.0,0.787,1.3576325,28.0101,0.04520578,323.5,1.0,8.0,5.24631,1.6227512,60.853,1.51,2.64,3.21,0.83259471,34.0329
117.0,156.0,30.5,23.5,0.346,0.817084,0.8282,1.813,2.0,2.77,2.00771188,17.0073,0.038427,375.0,1.0,6.0,0.346,0.3528,1.92252895,0.11011,2.0,3.21,2.51258831,35.976793
19.0,65.0,41.5,72.0,20.46362,0.82323552,1.13425949,0.715,2.0,0.787,2.09633013,44.0095,0.04815153,368.5,0.0,10.0,5.2412,1.67195,1.6227512,1.2974,2.64,3.02,0.30886424,28.0134
133.0,16.0,77.5,42.0,3.09855,18.5519677,1.67195,1.4719,6.0,3.02,0.07071068,127.91241,0.11915375,314.8,0.0,10.0,5.182,10.4401993,1.67195,0.0,4.0,1.562,0.2192031,28.0134
131.0,112.0,24.0,119.0,5.2412,10.4401993,0.79287185,0.45,6.0,3.21,0.84357839,18.0153,0.06438352,347.85,1.0,8.64,4.25240851,1.92252895,0.62048896,1.826526,2.0,2.215,0.36769553,28.0134
14.0,2.5,83.5,61.0,100000.0,5.2412,1.176646,1.813,6.0,3.21,1.70683411,146.0554,0.06273792,320.0,1.0,6.0,27.8806313,1.67195,0.39021,1.847,2.0,4.49,0.83259471,44.071
109.0,34.5,12.5,79.5,0.346,0.3441739,60.853,0.828,6.0,1.953,3.90888629,141.939,0.12061224,334.5,0.0,10.0,0.346,14.5217696,0.85179,1.38,2.64,2.515,0.78954903,80.063
33.0,83.0,29.0,104.0,5.1734,0.50424,0.32192,1.81,2.0,0.787,0.46244783,47.0134,0.05346877,335.3,0.0,10.0,20.47007,0.82323552,0.1091,1.38,4.0,1.71,2.51258831,16.0425
12.5,157.0,19.5,83.5,0.09107,14.5217696,4.74202,1.2974,2.0,2.247,2.92049556,2.01588,0.04127771,375.0,0.0,8.0,5.24631,0.817084,0.4912,1.67229184,6.0,2.515,0.41295036,31.9988
106.0,42.5,120.0,11.0,20.46362,1.43767,20.5597234,1.2974,4.0,1.136,1.6541585,93.9529,0.10394785,303.0,1.0,4.0,27.8806313,0.39021,9.27770838,1.51,2.0,1.698,4.41046071,35.976793
156.0,3.5,83.5,79.0,5.2412,0.3441739,8.34923939,1.6552,4.0,5.39684463,3.90888629,28.0134,0.06328546,353.0,0.0,12.0,27.8806313,1.92252895,1.43767,1.38,2.0,3.02,2.51258831,18.0153
163.0,84.0,2.0,18.5,9.40552614,0.85179,0.32192,1.51,2.0,2.247,2.00771188,60.075,0.05248072,448.0,0.0,6.0,0.09107,1.69614207,20.5597234,1.857,6.0,1.71,4.41046071,28.97
36.0,135.0,75.0,21.5,9.57789,0.3441739,20.5597234,1.81,2.0,5.09,0.36769553,31.9988,0.05438049,363.6,1.0,12.0,5.24631,10.4401993,9.27770838,1.109,2.0,19.029,1.6541585,146.0554
76.5,70.5,84.0,19.0,27.8806313,0.3441739,0.2935265,1.6552,2.0,1.953,0.78954903,141.939,0.13933063,354.95,1.0,8.64,0.09107,0.3528,1.6227512,0.159,6.0,19.029,1.64048773,28.0101
27.5,78.0,46.0,56.5,5.182,14.5217696,1.92252895,1.4719,2.0,1.501,2.09633013,32.0419,0.12061224,324.7,1.0,4.0,9.94664516,1.92252895,0.85179,1.109,2.0,0.69436,1.64048773,80.063
63.5,141.0,38.5,77.5,4.25240851,6.42637,0.32192,1.847,6.0,2.77,2.92049556,28.0532,0.06328546,423.35,0.0,6.0,20.47007,9.94664516,0.85179,1.4719,4.0,1.501,0.98994949,95.92568
19.0,134.0,10.5,38.0,0.346,0.50424,0.20285674,1.857,6.0,0.8,1.6541585,15.0234751,0.04172132,329.0,0.0,8.0,5.182,0.09107,1.43767,1.826526,2.64,4.49,0.2192031,2.33375552
164.0,42.5,12.0,45.0,27.8806313,0.817084,0.2935265,2.331,6.0,3.438,3.90888629,141.939,0.06320568,339.95,1.0,4.0,20.46362,1.92252895,10.4401993,1.847,2.0,2.103,0.83259471,2.01588
35.5,38.0,60.0,63.0,9.94664516,0.32192,9.27770838,1.62,4.0,1.136,0.36769553,30.0061,0.05346877,413.0,1.0,10.0,9.94664516,9.94664516,10.4401993,1.857,4.0,1.562,2.83596962,2.01588
68.0,11.0,80.0,82.5,2.0273542,9.57789,1.67195,0.828,2.0,3.616,0.98994949,28.0134,0.06561478,344.7,0.0,8.64,0.346,0.62048896,0.32192,0.715,6.0,2.507,1.95366544,95.92568
77.5,75.5,29.5,62.5,27.8806313,0.82323552,10.4401993,1.81,6.0,1.698,0.41295036,44.0095,0.05248072,285.5,1.0,8.64,5.24631,0.346,0.39021,1.109,2.0,2.54,2.71717568,35.976793
111.0,150.0,109.0,78.5,0.346,1.29536237,20.5597234,1.81,6.0,2.247,1.70683411,28.0101,0.17210159,338.0,1.0,8.64,27.8806313,0.39021,0.62048896,1.81,2.64,3.438,1.64048773,2.33375552
90.0,30.0,58.5,63.0,4.25240851,0.346,0.85179,1.62,6.0,3.02,0.24859606,2.01588,0.05196981,320.0,0.0,12.0,20.46362,60.853,0.20285674,0.828,4.0,3.616,0.76412215,44.0095
72.0,63.5,47.0,5.5,4.828,8.34923939,0.32192,1.62,6.0,19.029,1.64048773,34.0329,0.05248072,334.5,0.0,12.0,0.346,14.5217696,1.6227512,0.0,6.0,1.67892,3.02500281,60.075
96.0,21.5,66.5,107.0,20.46362,20.5597234,0.39021,1.813,4.0,2.247,0.84357839,30.026,0.05830627,303.0,0.0,6.0,20.46362,0.346,20.5597234,1.847,2.64,1.953,0.98570685,76.141
42.0,38.5,23.0,11.5,9.40552614,14.5217696,9.27770838,1.857,4.0,2.247,0.78954903,95.92568,0.17210159,375.0,0.0,4.0,5.2412,16051.1165,8.34923939,1.4719,4.0,3.21,0.30886424,18.0153
3.5,55.0,27.5,39.0,20.47007,1.69614207,8.34923939,0.159,6.0,2.515,0.98570685,30.026,0.04172132,301.9,1.0,8.0,100000.0,5.2412,0.4912,1.109,6.0,5.39684463,2.09633013,31.9988
53.5,126.0,102.0,98.0,4.25240851,0.20285674,1.69614207,1.2974,4.0,5.453,3.90888629,64.064,0.05830627,330.0,0.0,4.0,0.346,0.09107,0.32192,1.38,4.0,1.953,2.00771188,2.01588
117.0,148.0,14.5,67.5,5.1734,0.39021,60.853,0.715,4.0,1.698,0.07071068,20.00689,0.04520578,334.5,1.0,8.0,5.182,14.5217696,1.69614207,1.38,2.64,19.029,0.30886424,28.0134
28.0,36.5,75.0,8.5,5.24631,6.42637,1.43767,0.828,2.0,5.453,2.71717568,64.064,0.05830627,429.4,1.0,8.64,5.182,0.62048896,1.43767,1.81,4.0,2.54,3.02500281,30.0061
77.5,2.0,71.5,63.0,0.346,0.817084,1.13425949,1.813,6.0,2.77,1.64048773,95.92568,0.12061224,442.9,1.0,8.64,0.346,0.09107,0.817084,0.159,2.0,3.21,0.84357839,20.00689
61.0,42.0,28.5,32.0,5.24631,1.176646,0.32192,0.45,4.0,3.616,3.02500281,15.0234751,0.0669931,346.0,0.0,10.0,100000.0,0.20285674,60.853,1.857,2.0,8.749,2.71717568,79.926277
79.5,27.5,91.0,13.5,2.0273542,1.29536237,0.32192,1.62,4.0,2.54,4.47975717,28.0532,0.05367046,334.5,1.0,8.64,20.46362,60.853,1.6227512,1.847,2.64,4.49,4.41046071,146.0554
110.0,41.5,8.0,34.0,4.828,60.853,0.8282,1.957,2.0,5.09,2.09633013,28.0134,0.14524111,352.5,0.0,6.0,5.24631,1.69614207,51.3761602,0.828,2.64,2.448,0.30886424,93.9529
43.0,157.0,65.5,77.5,20.47007,0.41778,5.2412,1.6331,2.0,3.616,2.09633013,95.92568,0.13865993,303.0,1.0,8.0,5.2412,0.20285674,1.6227512,1.2974,4.0,2.103,0.78954903,20.00689
28.5,76.5,104.0,97.0,9.40552614,0.50424,0.25021,1.51,6.0,3.487,0.98570685,60.075,0.06273792,448.0,1.0,8.0,4.25240851,14.5217696,9.27770838,1.826526,6.0,1.953,2.09633013,30.0061
59.5,15.0,114.0,118.0,5.182,0.3528,9.27770838,1.4719,4.0,2.54,1.3576325,95.92568,0.0560216,399.5,0.0,8.0,5.182,8.34923939,0.173,0.0,2.0,1.71,1.70683411,146.0554
129.0,93.0,101.0,48.5,20.46362,9.57789,0.4912,1.109,2.0,4.49,0.24859606,28.0532,0.05594409,438.4,1.0,10.0,20.47007,0.32192,1.69614207,1.857,2.0,4.49,0.2192031,50.96825
56.0,68.0,10.5,37.0,0.346,1.176646,6.22750356,2.331,2.0,2.507,2.83596962,17.0073,0.12677301,380.2,0.0,8.0,4.25240851,1.69614207,0.817084,0.11011,4.0,1.562,0.41295036,79.926277
11.5,58.5,92.0,66.5,9.57789,18.5519677,0.32192,1.857,6.0,0.8,0.98994949,44.071,0.04110102,334.5,0.0,6.0,20.46362,9.94664516,0.173,0.0,4.0,19.029,2.71717568,2.01588
34.0,46.5,97.0,11.5,2.0273542,10.4401993,0.173,0.159,4.0,5.453,3.65367851,80.063,0.11531308,423.35,1.0,8.0,20.47007,0.85179,8.34923939,1.4719,2.64,2.103,1.70683411,93.9529
23.0,8.5,62.5,12.5,2.0273542,60.853,6.22750356,0.715,4.0,1.698,1.95366544,28.0101,0.05438049,339.95,1.0,8.0,9.94664516,60.853,0.4912,1.847,2.64,1.953,0.98994949,30.0061
41.0,142.0,3.5,75.0,5.182,1.176646,0.34634,1.4719,2.0,2.77,2.83596962,16.0425,0.05675657,370.2,0.0,8.64,5.24631,0.82323552,0.85179,1.957,2.64,1.67892,2.43810418,16.0425
154.0,147.0,35.0,1.5,2.0273542,9.94664516,0.4912,1.6331,4.0,3.21,2.51258831,31.9988,0.06320568,332.02,1.0,8.64,0.346,0.50424,1.92252895,0.159,2.64,0.69436,0.83259471,93.9529
142.0,50.0,71.5,7.0,4.25240851,0.20285674,6.42637,1.6552,4.0,1.501,0.98994949,30.0061,0.05231977,314.8,1.0,4.0,0.346,1.6227512,0.4912,1.81,2.64,1.67892,0.98570685,28.0134
66.5,154.0,20.0,22.5,2.0273542,20.5597234,1.176646,1.857,2.0,2.54,0.2192031,35.976793,0.06977337,326.5,1.0,8.64,0.346,0.20285674,0.09107,1.957,2.64,0.787,0.30886424,76.141
7.5,126.0,31.5,77.0,20.46362,1.92252895,5.2412,1.67229184,4.0,4.188,3.65367851,28.0532,0.06048193,470.0,1.0,4.0,0.09107,1.6227512,0.4912,0.828,4.0,5.09,1.95366544,28.0101
159.0,27.0,17.5,10.0,3.09855,1.92252895,0.32192,1.857,4.0,2.103,1.6541585,79.926277,0.05141102,330.75,1.0,12.0,0.09107,1.69614207,0.79287185,0.159,2.64,3.616,0.2192031,79.926277
166.0,74.5,76.5,110.0,9.94664516,1.92252895,0.39021,0.159,6.0,2.103,2.71717568,127.91241,0.05248072,347.15,0.0,8.0,20.47007,0.32192,1.92252895,1.38,2.64,0.8,2.71717568,17.0305
106.0,20.5,85.0,9.0,20.46362,9.57789,8.34923939,1.51,4.0,7.325,0.98994949,146.0554,0.05618405,347.15,1.0,8.0,5.24631,1.67195,0.817084,1.81,2.64,3.21,0.30886424,31.9988
71.0,66.0,69.5,6.0,9.57789,0.39021,0.4912,1.4719,4.0,5.453,1.3576325,32.0419,0.05618405,339.5,0.0,12.0,5.182,0.3528,0.39021,1.67229184,2.0,2.448,1.95366544,76.141
63.0,12.0,64.5,44.0,100000.0,0.346,6.42637,1.62,4.0,1.501,2.71717568,30.0061,0.1504867,448.0,0.0,4.0,20.46362,20.5597234,1.43767,1.109,2.64,8.749,0.0,31.9988
140.0,54.0,88.0,72.0,9.94664516,9.57789,0.34634,0.828,6.0,3.487,2.92049556,34.0329,0.05141102,338.0,0.0,12.0,4.25240851,0.39021,5.2412,1.38,6.0,2.507,0.41295036,35.976793
117.0,37.5,19.0,9.0,27.8806313,1.92252895,0.32192,0.715,4.0,2.103,1.64048773,28.0134,0.14524111,344.7,0.0,8.64,27.8806313,10.4401993,0.173,1.51,4.0,2.507,0.36769553,35.976793
104.0,56.0,20.0,16.0,0.346,0.85179,0.20285674,1.62,6.0,2.103,3.02500281,17.0305,0.06365723,330.75,0.0,10.0,27.8806313,0.817084,0.173,0.11011,6.0,2.215,2.09633013,31.9988
38.5,99.0,32.0,7.0,9.40552614,6.42637,0.62048896,1.67229184,4.0,5.39684463,2.09633013,93.9529,0.0560216,375.0,0.0,6.0,5.2412,16051.1165,1.6227512,1.826526,4.0,3.02,4.41046071,146.0554
82.0,143.0,85.0,113.0,0.09107,0.346,18.5519677,1.857,4.0,0.8,0.78954903,16.0425,0.05374875,323.5,0.0,10.0,9.94664516,0.85179,1.92252895,1.109,2.64,1.501,0.41295036,50.96825
30.0,115.0,36.0,29.0,20.47007,5.2412,0.36749,1.826526,4.0,2.77,0.98570685,26.0373,0.05367046,373.0,1.0,4.0,20.46362,14.5217696,0.85179,1.826526,6.0,5.09,0.07071068,53.97324
6.5,83.0,98.0,1.0,4.25240851,1.29536237,1.67195,1.38,2.0,2.247,2.71717568,16.0425,0.05438049,423.35,1.0,8.0,0.346,0.1091,1.92252895,1.4719,4.0,2.54,1.64048773,28.0134
137.0,5.0,62.0,103.0,9.57789,1.29536237,1.92252895,1.81,6.0,3.882,1.64048773,80.063,0.03586361,413.0,1.0,6.0,5.24631,16051.1165,20.5597234,1.847,4.0,0.69436,0.2192031,44.071
34.5,70.5,75.0,23.5,4.828,1.69614207,0.34634,1.826526,2.0,2.77,1.6541585,44.0095,0.06438352,380.2,1.0,10.0,0.346,1.67195,0.20285674,0.159,2.64,1.71,0.98994949,32.0419
46.5,119.0,3.0,43.0,20.46362,0.20285674,18.5519677,0.828,2.0,0.8,0.0,31.9988,0.06438352,366.7,1.0,12.0,4.25240851,0.346,0.39021,0.11011,2.64,0.787,0.07071068,35.976793
123.0,60.0,56.5,11.5,9.57789,10.4401993,0.173,1.51,4.0,2.215,0.84357839,127.91241,0.03636004,339.95,0.0,6.0,5.2412,8.34923939,6.22750356,0.0,6.0,0.8,0.98994949,17.0305
45.0,71.5,50.0,40.0,4.828,14.5217696,5.2412,1.2974,2.0,1.698,3.65367851,44.0095,0.06561478,332.02,0.0,6.0,4.25240851,1.69614207,0.85179,0.0,2.0,3.21,2.09633013,53.97324
2.5,54.5,6.0,38.0,4.25240851,6.42637,0.8282,0.45,2.0,4.188,0.0,28.0532,0.04375836,455.2,0.0,12.0,5.24631,8.34923939,1.6227512,0.159,4.0,3.616,0.30886424,2.33375552
91.0,1.0,27.5,65.0,5.2412,1.69614207,0.62048896,1.813,6.0,2.215,2.71717568,53.97324,0.06094009,348.95,0.0,8.64,20.47007,10.4401993,51.3761602,1.826526,2.0,0.69436,2.51258831,30.0061
47.5,8.0,64.5,67.0,9.94664516,60.853,9.27770838,1.2974,6.0,5.09,1.64048773,79.926277,0.04375836,312.5,0.0,8.0,5.2412,0.62048896,0.173,1.38,2.64,1.698,2.71717568,17.0305
32.5,9.0,65.0,50.0,3.09855,9.57789,0.85179,1.81,6.0,5.61,0.84357839,31.9988,0.06048193,340.2,1.0,6.0,100000.0,0.817084,1.69614207,1.4719,6.0,3.02,1.64048773,34.0329
